personal_number,first_name,family_name,age,sex,occupation,activity,partner_personal_number,family_id
4615690,Richard,Amundsen-Carroll,4,Male,True,,,110
5639907,Stine,Sandvik-Yang,25,Female,True,,1846793,877
7435812,Anna,Svensson,80,Female,True,,8408061,618
4380449,Melvin,Smith,66,Male,True,,9470025,18
9479314,Dag,Gutierrez,78,Male,True,,8309636,736
7866911,Kevin,Smith,47,Male,True,,5588864,18
8583774,Robert,Johnson-Wikström,15,Male,True,Basketball,,678
1801201,Jake,Fletcher,50,Male,True,,5762191,448
1501523,Steven,Svensson,44,Male,True,,2482325,618
2032187,Margit,Gustafsson,69,Female,True,,9934719,44
2299516,Derek,Mcpherson-Spencer,14,Male,True,,,1124
1435141,Malin,Ødegård,47,Female,True,,5809708,160
6224834,Christine,Andersson-Pettersson,18,Female,True,Tennis,5065286,16
4956065,Magne,Jackson,33,Male,True,,5609436,3
7652224,Maren,Andersson,61,Female,True,,1157700,96
1480957,Ana,Vasquez,46,Female,True,,4401560,55
7018025,Mary,Ek,38,Female,True,,8020306,744
7458653,Crystal,Friberg,40,Female,True,,3902351,397
6639326,Maria,Diaz,45,Female,True,,5263049,48
4300258,Michele,Perry,64,Female,True,,6758753,735
3982521,Kristen,Jacobs,72,Female,True,,6215278,745
9230845,Jessica,Morales,78,Female,True,,9169473,238
5039316,Eirik,Nygren,65,Male,True,,9102486,737
7229374,Lilly,Carter,32,Female,True,,9084287,746
7689446,Heather,Potts,58,Female,True,,1500967,747
2092577,Nathan,Larsson,43,Male,True,,1581821,172
4320508,Peter,Rønning,26,Male,True,,4045885,689
9417602,Terrence,Holm,68,Male,True,,4171357,322
3983089,Cecilia,Smith-Vik,8,Female,True,Football,,8
8408061,Thomas,Svensson,73,Male,True,,7435812,618
8635095,Phillip,Cole,45,Male,True,,6336742,49
9934719,Dustin,Gustafsson,55,Male,True,,2032187,44
1157700,Christopher,Andersson,56,Male,True,,7652224,96
6758753,Gösta,Perry,73,Male,True,,4300258,735
6215278,Aaron,Jacobs,55,Male,True,,3982521,745
9686413,Eric,Sundström,54,Male,True,,9928663,99
4736820,Karen,Martinez-Thomas,11,Female,True,Football,,585
3969745,Grant,Morgan,48,Male,True,,9531691,533
6059928,Fredrik,Diaz-Solheim,18,Male,True,,5006532,23
4501200,Cassandra,Hopkins,61,Female,True,,2813457,677
1547303,John,Aune,48,Male,True,,4749316,521
3362879,Kjersti,Forslund,58,Female,True,,6566722,711
1267329,Catherine,Aguirre-Munoz,8,Female,True,Chess,,399
1002287,Christopher,Fredriksen-Lundgren,12,Male,True,Chess,,193
2306063,Ingegerd,Sundström,60,Female,True,,9172559,99
6184901,Jacqueline,Carroll-Thomassen,11,Female,True,,,110
2784091,Emily,Archer-Aune,11,Female,True,Football,,521
6399819,Ingeborg,Lindberg-Nilsson,4,Female,True,,,233
6901445,Hanne,Miller,78,Female,True,,3513261,101
4078684,Marte,Ramirez,61,Female,True,,2451075,725
2525442,Sigrid,Rice,36,Female,True,,7175345,749
4038107,Mathias,Oneal,30,Male,True,,3171404,446
3701392,Ragnar,Larsson,36,Male,True,,2512440,172
1727785,Line,Johnsen,64,Female,True,,1931909,174
9169473,Kenneth,Morales,57,Male,True,,9230845,238
9098499,Sofie,Carter-Poole,20,Female,False,,9768355,746
3877421,Lynn,Karlsson-Melton,19,Female,False,,6818683,615
6103233,Amber,Contreras-Jacobsen,14,Female,True,American football,,31
1500967,Thomas,Potts,57,Male,True,,7689446,747
2813457,Kristian,Hopkins,63,Male,True,,4501200,677
7922365,Mari,Cervantes,27,Female,True,,7875644,118
8510571,Diana,Bøe-Stewart,5,Female,True,,,61
1913260,Turid,Johansson-Myhre,12,Female,True,American football,,87
6566722,Mathias,Forslund,79,Male,True,,3362879,711
2612863,Brandon,Karlsson,30,Male,True,,2535149,64
7727849,Rebecca,Lien,63,Female,True,,3995098,754
4630691,Tommy,Bøe,54,Male,True,,3868224,61
6126091,Leslie,Olsson,39,Female,True,,7082835,25
7494468,Ingemar,Lindström-Sundström,22,Male,False,,3514747,99
9688397,Victor,Karlsson-Sørensen,15,Male,True,Football,,64
9202285,Debra,Höglund,54,Female,True,,5398961,755
9172559,Magne,Sundström,64,Male,True,,2306063,99
3513261,Einar,Miller,56,Male,True,,6901445,101
8914267,Grete,Stewart,49,Female,True,,7917549,756
8717324,Abigail,Nielsen-Thorsen,8,Female,True,Basketball,,54
2451075,Thomas,Ramirez,79,Male,True,,4078684,725
1105914,Lisa,Andresen,65,Female,True,,8274333,343
8912071,Inga,Martin,30,Female,True,,3957217,570
7918399,Mikayla,Madsen,80,Female,True,,4037158,69
3977354,Jonathan,Andersson,53,Male,True,,4116089,96
3262058,Axel,Davis,52,Male,True,,3997872,122
1931909,Steven,Johnsen,62,Male,True,,1727785,174
3995098,Chris,Lien,66,Male,True,,7727849,754
8259328,Mari,Ahmed,56,Female,True,,3085948,616
3359446,Stig,Medina-Vega,16,Male,True,Chess,,927
2622845,Henrik,Burns,34,Male,True,,8545376,757
7187185,Anna,Gardner,75,Female,True,,8074080,240
7939301,Viktoria,Cook-Henderson,23,Female,True,,6192534,690
6490660,Kelsey,Walker,38,Female,True,,1577007,296
2786905,Karl,Campbell,43,Male,True,,9730241,395
5934219,Joshua,Chapman,43,Male,True,,8067868,434
8324107,Thomas,Delgado,54,Male,True,,3503413,658
8274333,Eirik,Andresen,77,Male,False,,1105914,343
7706380,Tammy,French-Holm,25,Female,True,,4211229,322
3040475,Trond,Myers-Woodward,16,Male,True,Tennis,,212
3945997,Adam,Gustafsson-Wallin,21,Male,False,,2457248,44
6164703,Michelle,Olsen,72,Female,True,,9622538,339
4037158,Preston,Madsen,56,Male,True,,7918399,69
8282856,Randi,Eliassen,29,Female,True,,8243712,147
3085948,Brandon,Ahmed,67,Male,True,,8259328,616
8074080,Jordan,Gardner,70,Male,True,,7187185,240
9622538,Tobias,Olsen,69,Male,True,,6164703,339
4986844,Ralph,Dahlström,75,Male,True,,2217127,720
8983344,Eli,Andersson,26,Female,True,,2796679,96
7457964,Börje,Smith,62,Male,True,,1552298,18
4817613,Kelly,Brooks,45,Female,True,,2385984,76
5800737,Kenneth,Tveit,68,Male,True,,4225149,314
5330010,Åke,Garcia,61,Male,True,,3923244,222
9088966,Jose,Eliasson,64,Male,True,,4010499,189
2217127,Gabriella,Dahlström,56,Female,True,,4986844,720
1942449,John,Carroll-Thomassen,20,Male,True,,3110016,110
6174371,Andrew,Coleman,50,Male,True,,1532229,760
6403563,Stephen,Moses,81,Male,True,,1294044,108
1552298,Sara,Smith,76,Female,True,,7457964,18
5884852,Lilly,Bennett-Myhre,8,Female,True,Football,,87
3132670,April,Flores-Graham,19,Female,True,,6153903,812
4662837,Fredrik,Arnesen-Lawson,16,Male,True,Chess,,704
2881554,Pontus,Williams,61,Male,True,,1442318,140
8599011,Frode,Silva,67,Male,True,,6465198,617
4623012,Ingegärd,Harris-Perez,23,Female,False,,3051010,57
9726864,Helene,Lundgren,48,Female,True,,5952581,213
9604966,Vegard,Gomez,68,Male,True,,4048096,763
5149025,Christian,Parsons,61,Male,True,,5189295,764
5008739,John,Edwards,50,Male,True,,1240653,514
3299342,Anthony,Silva,53,Male,True,,4622856,617
5926878,Melinda,Sandvik,48,Female,True,,6830572,590
6726722,Andrew,Svärd,30,Male,True,,5935969,1
4735564,Ove,Nilsen,51,Male,True,,8904879,694
4225149,Kristin,Tveit,58,Female,True,,5800737,314
3923244,Eli,Garcia,71,Female,True,,5330010,222
4010499,Astrid,Eliasson,55,Female,False,,9088966,189
1294044,Sarah,Moses,63,Female,True,,6403563,108
5013643,Gunnar,Cardenas-Jönsson,18,Male,False,Volleyball,1557910,906
3773058,Brittany,Martin,45,Female,True,,8592150,570
2964501,Regina,Jordan-Smith,3,Female,True,,,18
8104293,Heather,Mclaughlin-Rose,25,Female,True,,2290980,486
4254639,Joseph,Eriksson,61,Male,True,,3340820,249
1442318,Ingegerd,Williams,82,Female,True,,2881554,140
2728507,Rikard,Hubbard-Palm,14,Male,True,Chess,,419
7984038,Carin,Martinez,40,Female,False,,2859628,202
6465198,Whitney,Silva,65,Female,True,,8599011,617
3346751,Megan,Delacruz-Nilsson,22,Female,False,,1354789,233
3185719,Erica,Thorsen,51,Female,True,,5094074,54
4048096,Silje,Gomez,61,Female,True,,9604966,763
7588351,Jennifer,Salazar,54,Female,True,,1549910,768
5047348,Tom,Brown-King,21,Male,False,,3661739,477
4078925,Carl,Lyons,36,Male,True,,8129726,769
5189295,Bjørg,Parsons,64,Female,True,,5149025,764
2358403,Charlotte,Bryan,51,Female,False,,2251619,770
6137663,Johnathan,Abrahamsson-Karlsson,2,Male,True,,,64
7328369,Emil,Persson,63,Male,True,,7773617,53
5346404,Christina,Bergqvist-Moore,7,Female,True,Basketball,,1138
6606588,Stian,Wright,62,Male,True,,5561819,388
3252441,Ernst,Joseph-Stephens,22,Male,False,,6297618,1131
6430668,Wayne,Gundersen,78,Male,True,,4215443,102
8242970,Siri,Jones,37,Female,True,,3892349,89
4959635,Marita,Larson,33,Female,True,,2654909,435
7780954,Katrina,Bailey-Holm,18,Female,True,Tennis,7246572,322
3831084,Johan,Anderson,31,Male,True,,8619219,653
7084385,Patrick,Paulsen,71,Male,True,,8531461,165
3340820,Anita,Eriksson,82,Female,True,,4254639,249
7472361,Jack,Svendsen,37,Male,True,,9525882,176
2236814,Ingemar,Lindberg,44,Male,True,,5955148,447
1940290,Ivar,Mckenzie,60,Male,True,,8138583,774
5422461,Chase,Schultz,72,Male,True,,6141185,442
6049330,Jeremy,Cardenas,53,Male,False,,8062814,359
5588864,Melinda,Ruud,39,Female,True,,7866911,232
7426520,Pål,Eriksson,41,Male,True,,1667388,249
4264676,Jesper,Flores,59,Male,True,,7021543,148
2929405,Sissel,Helland-Thorsen,1,Female,True,,,410
5762191,Maria,Smith,54,Female,True,,1801201,18
2367012,Robert,Andersson,36,Male,True,,6931645,96
7773617,Elizabeth,Persson,65,Female,True,,7328369,53
5167576,Donald,Lunde-Mejia,13,Male,True,Chess,,396
2482325,Martine,Andersson,52,Female,True,,1501523,96
5609436,Sofie,Hendricks,46,Female,True,,4956065,426
5561819,Anita,Wright,55,Female,True,,6606588,388
7448079,April,Isaksson-Ivarsson,11,Female,True,American football,,844
2273070,John,Phillips,52,Male,True,,8847876,97
6236425,Roger,Bergström,51,Male,True,,3534584,384
1581821,Robin,Aas,51,Female,True,,2092577,208
4045885,Eileen,Kristiansen,53,Female,True,,4320508,777
4215443,Maria,Gundersen,57,Female,True,,6430668,102
8531461,Rhonda,Paulsen,66,Female,True,,7084385,165
8808571,Kristoffer,Söderberg,27,Male,True,,2605893,778
8138583,Jenny,Mckenzie,67,Female,True,,1940290,774
6336742,Anneli,Jacobsen,47,Female,True,,8635095,31
8680741,Tiffany,Andersson-Pettersen,12,Female,True,Chess,,546
9252904,Elise,Danielsen-Wikström,10,Female,True,Volleyball,,1006
9928663,Kimberly,Blackburn,34,Female,True,,9686413,781
6141185,Heidi,Schultz,64,Female,True,,5422461,442
2888794,Gabriel,Anderson,59,Male,True,,9144155,653
3057981,Angel,Davis,65,Male,True,,6022334,122
5414250,Mark,Castro,48,Male,True,,5244057,162
9531691,Ruth,Abrahamsson,43,Female,False,,3969745,141
7809586,Brenda,Campbell-Short,17,Female,True,Basketball,,395
1474788,John,Nygård,33,Male,True,,6593839,782
9464459,Simen,Ivarsson,43,Male,True,,5886821,783
5654263,John,Svendsen-Watson,13,Male,True,,,176
7117983,Erika,Aas-Berglund,23,Female,False,,1520088,701
4749316,Mette,Smith,53,Female,True,,1547303,18
3469830,John,Næss,61,Male,True,,6138498,127
2623724,Rolf,Brown,82,Male,True,,6588938,215
3250301,Nicholas,Ødegård,76,Male,True,,5647386,160
9907004,Albin,Hansson,55,Male,True,,2204353,252
7608152,Jeremy,Klein,42,Male,True,,7511834,687
7506055,Sten,Conner,55,Male,True,,4517417,784
5927673,Matthew,Eide,64,Male,True,,1887854,785
5579616,Christer,Engström-Shepherd,15,Male,True,,,367
4113917,Marius,Jørgensen,41,Male,True,,3051615,786
7021543,Ingeborg,Flores,68,Female,True,,4264676,148
3171404,Jessica,Thorsen,39,Female,True,,4038107,54
1037508,David,Clark,52,Male,True,,3146439,268
2512440,Jorunn,Johnson,52,Female,True,,3701392,124
7919293,Gabriel,Danielsson-Lie,20,Male,False,,9268633,606
2535149,Cynthia,Ramirez,37,Female,True,,2612863,725
3868224,Pia,Sundin,34,Female,True,,4630691,565
8920089,Michael,Jørgensen-Richardson,6,Male,True,Tennis,,786
4196453,Rose,Johansson-Oliver,6,Female,True,,,431
9144155,Angela,Anderson,68,Female,True,,2888794,653
4116089,Eli,Johansson,28,Female,True,,3977354,17
3189020,Lawrence,Thorsen,48,Male,True,,3664489,54
3997872,Turid,Olofsson,30,Female,True,,3262058,194
3263185,Joakim,Dahl,77,Male,True,,2193874,525
8545376,Allison,Isaksen,26,Female,True,,2622845,26
7947387,Sebastian,Montgomery,43,Male,True,,5449832,630
6022334,Amanda,Davis,71,Female,True,,3057981,122
6138498,Holly,Næss,68,Female,True,,3469830,127
8869511,Elin,Hansson-Thomas,20,Female,False,,8751288,585
6588938,Maria,Brown,66,Female,True,,2623724,215
6029196,William,Huff,45,Male,True,,2809608,788
9730241,Annette,Brekke,46,Female,True,,2786905,279
8749541,Melanie,Brown-Karlsson,16,Female,True,American football,,64
4886337,Troy,Greer-Jacobs,12,Male,True,Tennis,,745
5647386,Monica,Ødegård,61,Female,True,,3250301,160
8067868,Amanda,Haugland,47,Female,True,,5934219,21
1054318,Gustav,Kerr,43,Male,True,,9060410,790
1742264,Curtis,Jakobsson,61,Male,True,,7581223,791
2204353,Kathleen,Hansson,63,Female,True,,9907004,252
5435395,Gabriella,Bengtsson-Nelson,18,Female,True,,9873549,387
8507235,Edward,Johansson,54,Male,True,,7140454,17
3520929,Karin,Axelsson-Sjöström,17,Female,True,Chess,,278
5140720,Sander,Gundersen,62,Male,True,,8930041,102
4517417,Kelly,Conner,56,Female,True,,7506055,784
2305939,Timothy,Brooks,78,Male,True,,9778439,76
7234056,Julie,Carlson-Olsson,11,Female,True,Basketball,,675
8515833,Zachary,Johansen-Phillips,10,Male,True,American football,,97
3503413,Anna,Halvorsen,29,Female,True,,8324107,793
9908903,Lennart,Frank,27,Male,False,,3092678,702
3598538,Bethany,Kristiansen-Rønning,25,Female,True,,6250979,777
1887854,Jacqueline,Eide,74,Female,True,,5927673,785
7788110,John,Mann,26,Male,True,,4110035,794
7574447,Alexander,Jansson,28,Male,True,,1438739,650
5212493,Gunnar,Cardenas,63,Male,True,,5831983,359
1532229,Amber,Nilsson,44,Female,True,,6174371,233
1010289,Robert,Halvorsen,64,Male,True,,2054997,793
1618301,Irene,Hedberg-Ødegård,11,Female,True,Tennis,,160
2881068,William,Ellingsen,47,Male,True,,4148596,42
9979531,Vidar,Castro-Mendez,7,Male,True,Chess,,834
1021236,Linda,Nelson-Schneider,10,Female,True,Volleyball,,387
2055549,Anthony,Holt,74,Male,True,,9910432,795
7995791,William,Gundersen-Myhre,17,Male,True,Football,,102
1240653,Kristin,Kristoffersen,49,Female,True,,5008739,706
8329136,William,Aas,41,Male,True,,3508171,208
4622856,Maria,Johansson,35,Female,True,,3299342,17
3999734,Roger,Håkansson,73,Male,True,,3274034,334
6229564,Evy,Ramirez-Svensson,6,Female,True,,,725
2193874,Julie,Dahl,57,Female,True,,3263185,525
7581223,Bente,Jakobsson,79,Female,True,,1742264,791
3295474,Tor,Bengtsson,51,Male,True,,1210295,256
4573697,Dag,Johnson,76,Male,True,,2743193,124
4783595,Juan,Cooper-Johansson,9,Male,True,,,332
5935969,Maria,Bøe,42,Female,False,,6726722,61
8904879,Mary,Carlsson,26,Female,True,,4735564,241
7379476,Asbjørn,Dennis,61,Male,True,,9179276,662
4995575,Robert,Eriksson,81,Male,True,,2379623,249
8129726,Kellie,Nilsson,26,Female,True,,4078925,233
8930041,Eva,Gundersen,56,Female,True,,5140720,102
1846793,William,Andersson-Nolan,21,Male,True,,5639907,96
8619219,Amy,Sweeney,51,Female,True,,3831084,370
2522245,Geir,Svärd,45,Male,True,,2131526,1
6736751,Simen,Mikkelsen,80,Male,True,,5274216,796
4582218,Zachary,Hanssen,54,Male,True,,8870602,192
7746212,Michael,Chandler,36,Male,True,,8365362,797
7806432,Sara,Isaksson-Vaughn,15,Female,True,,,844
5065286,Peter,Jönsson-Jørgensen,18,Male,True,Basketball,6224834,786
9768355,Mark,Johansson-Pedersen,23,Male,True,,9098499,191
9525882,Rita,Johnson,26,Female,True,,7472361,124
7322677,Kurt,Pettersson,69,Male,True,,1005176,16
5955148,Catharina,Tveit,51,Female,True,,2236814,314
3427588,Ola,Hagen,49,Male,True,,4011731,36
8095608,Catherine,Garner-Gregory,15,Female,True,American football,,1140
2844921,David,Contreras,70,Male,True,,4997663,576
9778439,April,Brooks,60,Female,True,,2305939,76
6828521,Amanda,Jonsson-Watson,11,Female,True,American football,,333
8758814,Rune,Hunter,59,Male,True,,9504497,802
8980776,Karl,Hopkins,50,Male,True,,5167474,677
8365900,Emily,Andersson-Olsen,12,Female,True,Football,,339
8062814,Lisa,Gulbrandsen,45,Female,True,,6049330,463
1667388,Morgan,Klein,46,Female,True,,7426520,687
6818683,Carl,Aasen-Jonsson,19,Male,False,,3877421,360
5116505,Jeffrey,Mattsson,77,Male,False,,8766245,73
7236345,Stefan,Aune,69,Male,True,,1571008,521
7413886,Troy,Whitney,57,Male,True,,8741271,574
2222719,Sture,Watson,45,Male,True,,8185154,333
6931645,Marie,Sjöström,41,Female,True,,2367012,624
5831983,Marie,Cardenas,56,Female,True,,5212493,359
5309625,Andreas,Brown,50,Male,True,,8126892,215
1023423,Bradley,Cooper-Pena,10,Male,True,Football,,332
5573785,Oscar,Mercado,48,Male,True,,2368711,739
5213458,Asbjørn,Joseph,66,Male,True,,4991090,804
4852503,Hans,Walker,45,Male,True,,7890399,296
7473942,Gary,Crawford-Smith,9,Male,True,Volleyball,,18
2054997,Karolina,Halvorsen,64,Female,True,,1010289,793
6052824,Kristin,Rose-Strand,22,Female,False,,8554389,486
9038200,Roger,Stewart,26,Male,False,,4852996,756
6192534,Nicholas,Eriksson-Vega,19,Male,False,,7939301,249
8847876,Amanda,Phillips,34,Female,True,,2273070,97
9910432,Marte,Holt,62,Female,True,,2055549,795
3534584,Hilde,Smith,49,Female,True,,6236425,18
1967019,Kelly,Lundin-Mcdonald,22,Female,False,,2952928,19
8803739,James,Ellis,71,Male,True,,6480925,43
3274034,Margareta,Håkansson,71,Female,True,,3999734,334
1052656,Morten,Berg,71,Male,True,,2169974,38
7293741,Denise,Dalton-Williams,25,Female,True,,8364280,140
5971024,Henrik,Sparks,44,Male,True,,8562608,281
2743193,Victoria,Johnson,81,Female,True,,4573697,124
3205966,Justin,Brown,63,Male,True,,7712700,215
9672978,Emil,Henry-Mendoza,6,Male,True,Basketball,,78
1836788,Brandon,Flores-Morris,11,Male,True,Tennis,,148
2605893,Margareta,Brekke,45,Female,False,,8808571,279
9179276,Anna,Dennis,74,Female,True,,7379476,662
5244057,Synnøve,Brown,50,Female,True,,5414250,215
6593839,Maren,Sandvik,47,Female,True,,1474788,590
8086436,Ingvar,Bryant-Meyers,14,Male,True,Tennis,,666
3051860,James,Christensen,56,Male,True,,7547553,86
4057922,Kristian,Price,67,Male,True,,5124014,28
1879933,Mark,Fredriksen,38,Male,True,,1089790,193
2379623,Andrea,Eriksson,64,Female,True,,4995575,249
5274216,Eva,Mikkelsen,79,Female,True,,6736751,796
4464137,Karen,Evans-Murphy,22,Female,True,,7282115,221
6522536,Rolf,Perry,49,Male,True,,3746549,735
1628646,Stein,Sweeney,29,Male,True,,6330308,370
1005176,Johanna,Pettersson,65,Female,True,,7322677,16
5886821,Jasmine,Thomassen,52,Female,True,,9464459,196
6978236,Martin,Mills,55,Male,True,,9782886,418
7904699,Per,Kerr,65,Male,True,,6260848,790
4523424,Matthew,Keller,40,Male,True,,1058495,731
4997663,Amber,Contreras,74,Female,True,,2844921,576
7511834,Stacy,Nilsson,49,Female,True,,7608152,233
4211229,Arne,Kristoffersen-Nguyen,18,Male,False,Chess,7706380,706
9439017,Robert,Bender,59,Male,True,,7721094,226
9504497,Nancy,Hunter,65,Female,True,,8758814,802
4056645,Steven,Jacobson,32,Male,True,,6751227,811
7140819,Don,Green,70,Male,True,,1580528,131
8766245,Mona,Mattsson,74,Female,True,,5116505,73
3051615,Katherine,Strand,28,Female,True,,4113917,35
1571008,Vilde,Aune,81,Female,True,,7236345,521
1704324,Anne,Huff-Mora,17,Female,True,Volleyball,,451
6153903,Axel,Marks-Wright,22,Male,False,,3132670,982
4269984,Grethe,Bengtsson-Moen,20,Female,True,,3818722,47
1202256,Tore,Graham,73,Male,True,,6191954,812
8824474,Fredrik,French,56,Male,True,,6158756,457
2780336,Svea,Nilsson-Orr,18,Female,True,,8493552,233
3146439,Sara,Halvorsen,43,Female,True,,1037508,793
5551686,Travis,Caldwell,54,Male,True,,4130052,83
4988287,Ricky,Smith-Vasquez,12,Male,True,Chess,,55
5945479,Scott,Jacobsen,72,Male,True,,8327277,31
8741271,Kimberly,Whitney,66,Female,True,,7413886,574
3664489,Sara,Mosley,48,Female,True,,3189020,348
3571629,Rasmus,Antonsen,79,Male,True,,5149320,814
7991456,Stian,Navarro,42,Male,True,,3555039,815
4991090,Kayla,Joseph,81,Female,True,,5213458,804
7303198,Lars,Coleman,57,Male,True,,9533997,760
