parent_personal_number,child_personal_number
8156933,3619896
8156933,2711177
4910119,5901244
4910119,8937722
4910119,9977090
4910119,5577504
4910119,9683781
4910119,9203222
9004209,1261745
9004209,1021236
9004209,8734461
9004209,8447679
8452948,1077916
8452948,5183469
6824743,9688397
6824743,4129915
6824743,4646994
6824743,6148055
9081489,3449751
9081489,4959188
5911927,5044720
7567393,9975940
5578958,8724277
5578958,3304713
5578958,8575623
5578958,2581313
4943141,5901244
4943141,8937722
4943141,9977090
4943141,5577504
4943141,9683781
4943141,9203222
4415525,5290376
4415525,3630461
8164247,9876516
8164247,2213636
3304713,1704645
3892722,1135987
3892722,6135384
3892722,7351243
3892722,2141009
3892722,2684427
5863387,8724277
5863387,3304713
5863387,8575623
5863387,2581313
1344682,4618949
1081290,3398491
1081290,1419038
1081290,2373855
3496975,7124822
3496975,5514056
3496975,9484921
3496975,6090495
5383288,1135987
5383288,6135384
5383288,7351243
5383288,2141009
5383288,2684427
5899402,3847452
5899402,3642141
3540277,7124822
3540277,5514056
3540277,9484921
3540277,6090495
6606775,9000170
6606775,9614958
6626296,3040475
6934231,6167593
6934231,3322590
8495665,5448474
8495665,4737104
8495665,6705376
2886494,9045820
2886494,7475092
2886494,5302954
5505979,3847452
5505979,3642141
3346849,9000170
3346849,9614958
9676866,6996521
5607807,5448474
5607807,4737104
5607807,6705376
1866089,5548245
1866089,5697970
1190097,9045820
1190097,7475092
1190097,5302954
4735079,3619896
4735079,2711177
6157799,9866750
6157799,7423420
6268279,1077916
6268279,5183469
7055291,5760955
7055291,6374818
7055291,4096408
3753389,6996521
9555794,8869015
9555794,5073730
3695559,3385997
5679854,9866750
5679854,7423420
2634185,5760955
2634185,6374818
2634185,4096408
4233325,8869015
4233325,5073730
8464443,4963868
8464443,1826002
2605140,5044720
2979397,7657891
2979397,1553008
2979397,5659447
3759899,9975940
5096521,4618949
6677346,7655776
6677346,8307242
7217087,3385997
5922620,3774246
5922620,5278525
4886676,6665399
5420086,3275625
5420086,4793150
5420086,8817655
5420086,1633987
5420086,5402666
1694346,8203938
9091028,4963868
9091028,1826002
8551181,7655776
8551181,8307242
3603002,5601185
9739595,3275625
9739595,4793150
9739595,8817655
9739595,1633987
9739595,5402666
4614396,3994181
4614396,5520880
4614396,8906484
4614396,2650669
7061467,8203938
5817417,7555460
6843395,9115731
6843395,4094070
6843395,2222719
6843395,8539724
6288214,7657891
6288214,1553008
6288214,5659447
2864297,5601185
8351211,4543376
8351211,4735079
1661725,7182555
1661725,5550633
7906703,7555460
8237068,9115731
8237068,4094070
8237068,2222719
8237068,8539724
8641491,6616317
4390136,4543376
4390136,4735079
4396950,3774246
4396950,5278525
8681570,7735784
6654180,6456005
6654180,3396122
6654180,4052954
6654180,6206304
6620420,6616317
1531982,1923432
1531982,7663860
1531982,2237053
1531982,8529646
1531982,3363697
2414924,1923432
2414924,7663860
2414924,2237053
2414924,8529646
2414924,3363697
6405808,4886337
6405808,9884423
3030092,6665399
8743624,6167871
8743624,8960403
3091752,1103104
3091752,8279678
2197104,3283371
1779812,8516306
1779812,6520218
2698461,3994181
2698461,5520880
2698461,8906484
2698461,2650669
1380877,6167871
1380877,8960403
3139326,1631932
3139326,5392532
7548407,7182555
7548407,5550633
6376008,1631932
6376008,5392532
9531941,7735784
9916019,6456005
9916019,3396122
9916019,4052954
9916019,6206304
5756403,9443058
5756403,3506738
5756403,8111633
9817535,6662279
9817535,6420618
9840474,4886337
9840474,9884423
6148050,7091043
2578162,6861798
2578162,7703328
8561482,8247609
3107231,1103104
3107231,8279678
9381607,3283371
5509336,9262762
5509336,2367425
8329014,8516306
8329014,6520218
5131881,9636091
5131881,8529032
2891371,4473912
4868352,9777229
4868352,9218505
8348182,5937923
8348182,9338498
4283479,6662279
4283479,6420618
7468217,9630981
7468217,8289948
5264450,9873549
5264450,7281328
3371088,4473912
4164622,5937923
4164622,9338498
2959129,4754281
2959129,3554422
7951065,9443058
7951065,3506738
7951065,8111633
1232854,4083632
1232854,5001348
1232854,6686568
1232854,7894295
5310414,2922298
5785520,7091043
2208387,6849107
2208387,9972488
2208387,6878219
8310815,4754281
8310815,3554422
6167871,9804896
6605954,7781206
6605954,8857103
6605954,2739289
2752688,6538828
8933334,9350996
8933334,8914411
8884065,6861798
8884065,7703328
8765595,2922298
9751392,7781206
9751392,8857103
9751392,2739289
6777745,8247609
4816365,9262762
4816365,2367425
7814393,8941908
7814393,8375418
7814393,1164916
7814393,7133678
9445699,9983458
3527209,8560260
9596126,6842227
9596126,9575619
9596126,5347520
1881659,3676230
1881659,2007553
1881659,5434142
3373239,9636091
3373239,8529032
2654138,3994818
9455126,9777229
9455126,9218505
2300348,5348784
4336715,1600295
4336715,7746421
4336715,2578162
4336715,2576665
4173942,5893252
9716381,4204410
9716381,9756894
9716381,8145877
9716381,2849130
9716381,2721093
2720767,2596214
2720767,1974470
8319434,9855717
8319434,7062946
8319434,1258471
8319434,7706545
8319434,4334585
6272227,3676230
6272227,2007553
6272227,5434142
8222477,4985947
4844355,6798247
4844355,8033284
4844355,8107341
5348127,3994818
9780032,5803367
9494071,4954988
6501205,9630981
6501205,8289948
6848341,9873549
6848341,7281328
8554160,1600295
8554160,7746421
8554160,2578162
8554160,2576665
3554422,4083632
3554422,5001348
3554422,6686568
3554422,7894295
9625176,6849107
9625176,9972488
9625176,6878219
7041558,9804896
3524089,4204410
3524089,9756894
3524089,8145877
3524089,2849130
3524089,2721093
2544054,6538828
4144835,9350996
4144835,8914411
1966520,8941908
1966520,8375418
1966520,1164916
1966520,7133678
8858127,2596214
8858127,1974470
2785591,8296084
2785591,8811492
6789349,2154975
4171995,7906594
4171995,5340635
4171995,7300529
8033734,5591108
1059172,5955655
1059172,9968335
1059172,9797697
8735929,9983458
7377120,7806241
2361325,9618538
2361325,4031499
2361325,4154649
2087239,8560260
8874518,4804942
1228000,7557840
1228000,4318017
1228000,9076658
8705214,6842227
8705214,9575619
8705214,5347520
1350801,5348784
5419293,9855717
5419293,7062946
5419293,1258471
5419293,7706545
5419293,4334585
8683588,6798247
8683588,8033284
8683588,8107341
7619797,5803367
6232527,3572902
6232527,1136868
8088723,5893252
4409773,9422988
1712505,6295322
9114978,8296084
9114978,8811492
5927749,2154975
3898177,7068012
3898177,3514976
3898177,2950863
3898177,2984045
2094660,7006349
9422988,4985947
9032846,5955655
9032846,9968335
9032846,9797697
2419081,4954988
6596162,9153703
6596162,7309524
6056778,7788110
6056778,5279805
6023490,5305442
6023490,2789679
6023490,2887503
8487764,4804942
7232634,7557840
7232634,4318017
7232634,9076658
3785852,8486651
3785852,1473454
3785852,6861659
6937251,2984878
4721146,4540117
4721146,6462008
4721146,6744180
1907108,2027263
2661181,3171779
2661181,3292644
2661181,4042668
2661181,1665051
2661181,6388228
6471043,1632936
7404195,9422988
4249261,7009783
6473776,7906594
6473776,5340635
6473776,7300529
4180244,7068012
4180244,3514976
4180244,2950863
4180244,2984045
7715375,8310866
7715375,8542196
7715375,7519928
7116328,5591108
7274233,7806241
3572840,5282482
3572840,6936778
9939258,7006349
4743223,9153703
4743223,7309524
3112222,2262320
3112222,8023930
3112222,5820503
9543461,9618538
9543461,4031499
9543461,4154649
8099849,1057028
8099849,5989157
3014868,3743297
3014868,6942835
5509148,7788110
5509148,5279805
8065148,5305442
8065148,2789679
8065148,2887503
5108836,3572902
5108836,1136868
1493443,6044789
5240625,3839159
3974184,3179700
3974184,2987929
3974184,5354460
5935701,5908401
5935701,6928520
2767528,8847494
2767528,4995853
2767528,1558664
4878790,6295322
1993493,4857994
1993493,9362453
1993493,4064997
2388116,5058959
2388116,4664787
2388116,1797176
5515499,1717270
4658862,7806432
4658862,5631620
5911630,4540117
5911630,6462008
5911630,6744180
2783947,8486651
2783947,1473454
2783947,6861659
2856396,2027263
3208380,2984878
8072813,7009783
2083842,8310866
2083842,8542196
2083842,7519928
6584823,9663253
6584823,4880474
9932305,3171779
9932305,3292644
9932305,4042668
9932305,1665051
9932305,6388228
1026581,2262320
1026581,8023930
1026581,5820503
4674162,1057028
4674162,5989157
9017826,1632936
2366917,6951218
9168085,4083759
9168085,5131881
9168085,1478350
7312705,6626296
7312705,9615720
8095746,5328871
8095746,7862420
2173706,3743297
2173706,6942835
5514056,5282482
5514056,6936778
6140662,6044789
2735723,3839159
2203867,8847494
2203867,4995853
2203867,1558664
1033807,8513530
1033807,5504105
6378290,3179700
6378290,2987929
6378290,5354460
9205451,6613616
7419362,1717270
4748669,2807762
4748669,2323502
2873422,6280533
2873422,9478898
2397610,5908401
2397610,6928520
3321252,2664470
3321252,2883275
9304364,2943059
9304364,3657314
9977090,7806432
9977090,5631620
5117558,5930159
7994347,7734320
7994347,9829316
2540165,9942949
9721681,4857994
9721681,9362453
9721681,4064997
5022819,5243841
5022819,8304438
5022819,4437082
4752514,2589920
4752514,4804836
2600701,5058959
2600701,4664787
2600701,1797176
9357851,6039138
5392532,4970329
4479957,6153903
4479957,3724019
5647110,7902802
5647110,7608152
5647110,1667388
5647110,2857882
9907233,3370488
9907233,4789678
4031195,2667244
4031195,3433158
4031195,4659544
8424619,9663253
8424619,4880474
1063087,5888987
9062473,6951218
1940591,4083759
1940591,5131881
1940591,1478350
3027721,4768178
5318842,6626296
5318842,9615720
4659607,2036422
6613037,5128665
8538999,7955443
8538999,7442788
8538999,1878241
3671641,8513530
3671641,5504105
1574129,6103233
7084261,6613616
1739276,5328871
1739276,7862420
1368542,2086413
1368542,3336106
7831372,1310501
9297202,5667135
9297202,9589828
5693646,6280533
5693646,9478898
7190582,7320926
7190582,3245937
1710635,5415217
1710635,2659287
1710635,9156921
7302094,6228055
3082200,2664470
3082200,2883275
3721689,2943059
3721689,3657314
1473263,5930159
5256693,3637429
2605414,2807762
2605414,2323502
2035512,7734320
2035512,9829316
3767322,9942949
7572555,5243841
7572555,8304438
7572555,4437082
2433103,6130568
1113924,5871061
1113924,1270884
1113924,5019878
1113924,7888001
1113924,4353979
3084241,7902802
3084241,7608152
3084241,1667388
3084241,2857882
2540061,1879933
2540061,7525978
2540061,7224121
1925510,2667244
1925510,3433158
1925510,4659544
6893555,4768178
9926632,5398961
9926632,7214170
9926632,2566307
9926632,3457448
9926632,5437477
1953262,2587513
3355095,7955443
3355095,7442788
3355095,1878241
9174253,2589920
9174253,4804836
4268463,6790222
4268463,5175668
9403209,6039138
7203416,2086413
7203416,3336106
1095894,1310501
7628727,4970329
4475584,5063414
4475584,5704255
8418085,9864328
8418085,9268633
2799204,6153903
2799204,3724019
1520841,7320926
1520841,3245937
3077553,3370488
3077553,4789678
8443272,6950552
8443272,4730425
8443272,1084529
2191125,5888987
5204319,7012756
5204319,5639907
6842405,2036422
7983809,7448079
7983809,2348555
7983809,6071196
7983809,9711840
7983809,1266915
7983809,1498549
6916354,3637429
5565807,1446645
3180378,5128665
8142278,5871061
8142278,1270884
8142278,5019878
8142278,7888001
8142278,4353979
2378396,9758317
1233435,7294681
1233435,9102170
1233435,9806943
3917861,6275537
3917861,6072639
4833336,9736992
4833336,6189606
7087918,4693194
7087918,8815165
9241794,1879933
9241794,7525978
9241794,7224121
9807333,4623012
6731075,9060410
6731075,5734215
4024383,5398961
4024383,7214170
4024383,2566307
4024383,3457448
4024383,5437477
1093057,6103233
4957237,5656794
3581881,5667135
3581881,9589828
8631770,5886268
2822489,4578243
2822489,4951502
2822489,7254679
7047623,2545047
8260796,2103214
8260796,7833944
3336515,3488196
3336515,9794300
3336515,3548163
8763166,2587513
8715202,6790222
8715202,5175668
8297457,3101292
8297457,5577051
8297457,9538729
5809722,8587807
5809722,4451866
1025772,5415217
1025772,2659287
1025772,9156921
8841729,4647066
8841729,4186599
8841729,4727969
3491718,5063414
3491718,5704255
6275758,6228055
1696526,6130568
7674359,8183633
1406131,9864328
1406131,9268633
5963944,6950552
5963944,4730425
5963944,1084529
5680360,1446645
4951502,7012756
4951502,5639907
3141842,1566212
3141842,1389149
3141842,3856977
9597474,7003061
9597474,5670420
8085059,9758317
3082044,7294681
3082044,9102170
3082044,9806943
4291698,6555125
5798062,7006528
5798062,3181704
5798062,2350117
7465159,5254770
7465159,3172678
7465159,9628356
6282506,6116118
6282506,3518787
9917681,7448079
9917681,2348555
9917681,6071196
9917681,9711840
9917681,1266915
9917681,1498549
4933438,8372705
5645280,6275537
5645280,6072639
8483340,1023423
8483340,9526093
8483340,3316254
1779301,2127499
6978242,6757218
6978242,4948950
6978242,2711549
1635721,6856523
2044563,9736992
2044563,6189606
4217824,4693194
4217824,8815165
6449140,3772620
4074347,4623012
3205439,9060410
3205439,5734215
8528497,4493454
8528497,1639317
8528497,1245409
8528497,5638750
1427584,6707898
1427584,5434256
6974223,9010097
6974223,1967019
9578868,7643439
9578868,3860983
9578868,3534471
9578868,2275409
5871061,5656794
2557723,2545047
3699534,1419880
3699534,9575825
3699534,4266424
4657028,9271055
4657028,7943561
4657028,7743617
3745709,5886268
2084615,9787341
2084615,4052930
2084615,6380989
7158759,3488196
7158759,9794300
7158759,3548163
6504967,8077702
6504967,6358013
2713984,7269524
8119736,4217434
2993698,8587807
2993698,4451866
7997093,4257168
7997093,4171995
7997093,6774073
6715788,4578243
6715788,4951502
6715788,7254679
4949377,1832370
4949377,9908903
4949377,9856098
4949377,9236854
9370989,8222743
1113577,2103214
1113577,7833944
3668956,8495329
3668956,2745536
2638229,7811022
2638229,5346366
6962845,3395582
7276604,2878941
7276604,6709721
3347611,4811320
3347611,4618612
3347611,4269984
1994573,2927891
7061884,9144733
7061884,6984864
7061884,8162790
9991506,5675300
4402725,3101292
4402725,5577051
4402725,9538729
7429347,8183633
1451650,2796679
1451650,3260307
1451650,9581142
2145273,1566212
2145273,1389149
2145273,3856977
7256999,4647066
7256999,4186599
7256999,4727969
7626711,3465520
7626711,7089338
4874117,2249947
4874117,3536177
4874117,8926912
8804763,7003061
8804763,5670420
6556935,6555125
7098423,6658057
8925084,5254770
8925084,3172678
8925084,9628356
5310693,2691259
5310693,7087918
2862581,6116118
2862581,3518787
3999318,6148050
3999318,1932471
9735130,4113917
7452093,7006528
7452093,3181704
7452093,2350117
1894442,4748295
1894442,6482671
4983178,8372705
1870926,1878690
1870926,7162332
1870926,1043770
3456358,1023423
3456358,9526093
3456358,3316254
4840251,6546907
4840251,1968035
4840251,3791410
4840251,1932487
